BAS.INSTNAME,Country,BAS.WEBSITE
Висока медицинска и пословно-технолошка школа струковних студија у Шапцу,Bulgaria,http://www.vmpts.edu.rs/
Visoka škola strukovnih studija za informacione tehnologije,Bulgaria,http://eng.its.edu.rs/
Висока инжењерска школа струковних студија - ТЕХНИКУМ ТАУРУНУМ,Bulgaria,http://www.tehnikum.edu.rs/
Visoka turistička škola strukovnih studija Beograd,Bulgaria,http://www.visokaturisticka.edu.rs/v41_plain.php?str=skolae&jez=E
Универзитет УНИОН – Београд,Bulgaria,http://www.union.edu.rs
ВИСОКА ПОСЛОВНА ШКОЛА СТРУКОВНИХ СТУДИЈА БЛАЦЕ,Bulgaria,http://www.vpskp.edu.rs/?page_id=23&lang=en
Универзитета одбране у Београду,Bulgaria,http://www.uo.mod.gov.rs/en/#.XEh-yVVKiUk
Висока школа струковних студија за образовање васпитача и тренера у Суботици,Bulgaria,http://www.vsovsu.rs/novi/
Visoka škola strukovnih studija za ekonomiju i upravu,Bulgaria,http://rafin.edu.rs/en/home/
Висока школа струковних студија за васпитаче - Крушевац,Bulgaria,http://www.vaspks.edu.rs/index.php/en/
Visoka škola strukovnih studija za obrazovanje vaspitača “Mihailo Pavlov”,Bulgaria,https://www.uskolavrsac.edu.rs/
Криминалистичко-полицијски универзитет,Bulgaria,https://www.kpu.edu.rs/
Висока струковна школа ИЦЕПС - Интернационални центар за професионалне струдије,Bulgaria,https://international.iceps.edu.rs/
Београдска академија пословних и уметничких струковних студија,Bulgaria,https://www.bpa.edu.rs/
Академија струковних студија Београд,Bulgaria,https://assb.edu.rs/en/
Академија техничких струковних студија Београд,Bulgaria,https://atssb.edu.rs/
Академија техничко-уметничких струковних студија Београд,Bulgaria,http://atuss.edu.rs/en
Академија васпитачко-медицинских струковних студија - Крушевац,Bulgaria,http://www.vaspks.edu.rs/
Академија струковних студија Западна Србија - Ужице,Bulgaria,https://akademijazs.edu.rs/
Академија струковних студија Шабац,Bulgaria,http://www.akademijasabac.edu.rs/
Академија струковних студија Шумадија - Крагујевац,Bulgaria,https://vts.edu.rs/
Академија техничко-васпитачких струковних студија - Ниш,Bulgaria,https://international.akademijanis.edu.rs/
Visoka škola za poslovnu ekonomiju i preduzetništvo,Bulgaria,https://vspep.edu.rs/
Uppsala universitet,Serbia,http://www.uu.se/en/
Lunds universitet,Serbia,http://www.lunduniversity.lu.se/
Göteborgs universitet,Serbia,http://www.gu.se/english
Stockholms universitet,Serbia,http://www.su.se/english/
Umeå universitet,Serbia,http://www.umu.se/english/?languageId=1
Linköpings universitet,Serbia,http://www.liu.se/?l=en
Karolinska institutet,Serbia,http://ki.se/en/startpage
Kungliga Tekniska högskolan,Serbia,http://www.kth.se/en
Chalmers tekniska högskola,Serbia,https://www.chalmers.se/en/
Luleå tekniska universitet,Serbia,http://www.ltu.se/?l=en
Handelshögskolan i Stockholm,Serbia,http://www.hhs.se/Pages/default.aspx
Sveriges lantbruksuniversitet,Serbia,http://www.slu.se/en/
Karlstads universitet,Serbia,http://www.kau.se/en
Örebro universitet,Serbia,http://www.oru.se/English/
Mittuniversitetet,Serbia,http://www.miun.se/en/
Blekinge tekniska högskola,Serbia,http://www.bth.se/eng
Stiftelsen Högskolan i Jönköping,Serbia,http://hj.se/en.html
Malmö Universitet,Serbia,http://www.mah.se/english
Mälardalens universitet,Serbia,http://www.mdh.se/
Gymnastik- och idrottshögskolan,Serbia,http://www.gih.se/In-English/
Högskolan i Borås,Serbia,http://www.hb.se/en/
Högskolan Dalarna,Serbia,http://www.du.se/en
Högskolan på Gotland,Serbia,http://www.campusgotland.uu.se/
Högskolan i Gävle,Serbia,http://www.hig.se/Ext/En/University-of-Gavle.html
Högskolan i Halmstad,Serbia,http://www.hh.se/english.5_en.html
Högskolan Kristianstad,Serbia,http://www.hkr.se/en/
Högskolan i Skövde,Serbia,http://www.his.se/en/
Högskolan Väst,Serbia,http://www.hv.se/en
Södertörns högskola,Serbia,http://www.sh.se/inenglish
Försvarshögskolan,Serbia,http://www.fhs.se/en/
Dans- och cirkushögskolan,Serbia,http://www.doch.se/in-english
Konstfack,Serbia,http://www.konstfack.se/en/
Kungliga Konsthögskolan,Serbia,http://www.kkh.se/index.php/en
Kungliga Musikhögskolan i Stockholm,Serbia,https://www.kmh.se/in-english.html
Marie Cedershiöld högskola,Serbia,http://www.esh.se/in-english/ersta-skondal-hogskola---english.html
Röda Korsets högskola,Serbia,http://www.rkh.se/en/
Sophiahemmet högskola,Serbia,http://www.shh.se/visa_2013.asp?l3=623&sida=623
Linnéuniversitetet,Serbia,http://lnu.se/en/
Stockholms dramatiska högskola,Serbia,http://www.sada.se/
Stockholms konstnärliga Högskola,Serbia,http://www.uniarts.se/english
Enskilda Högskolan Stockholm,Serbia,https://ehs.se/
Univerza v Ljubljani,Latvia,https://www.uni-lj.si/eng/
Univerza v Mariboru,Latvia,https://www.um.si/en/Pages/default.aspx
Univerza na Primorskem,Latvia,https://www.upr.si/en
Univerza v Novi Gorici,Latvia,http://www.ung.si/en/
Gea College - Fakulteta za podjetništvo,Latvia,http://gea-college.si/en/
Univerza v Novem mestu Fakulteta za ekonomijo in informatiko,Latvia,http://uni-nm.si/en/home/
Fakulteta za komercialne in poslovne vede,Latvia,http://www.fkpv.si/en/
DOBA Fakulteta za uporabne poslovne in družbene študije Maribor,Latvia,https://www.dobabusiness-school.eu/
Fakulteta za zdravstvo Angele Boškin,Latvia,http://www.fzab.si/en/
"Nova univerza, Fakulteta za državne in evropske študije",Latvia,http://www.fds.si/index.php/en/
"Nova univerza, Evropska pravna fakulteta",Latvia,http://www.evro-pf.si/en/
Fakulteta za uporabne družbene študije v Novi Gorici,Latvia,http://www.fuds.si/en
Mednarodna fakulteta za družbene in poslovne študije,Latvia,http://mfdps.si/en
Fakulteta za informacijske študije v Novem mestu,Latvia,http://www.fis.unm.si/en/
"Fakulteta za dizajn, samostojni visokošolski zavod, pridružena članica Univerze na Primorskem",Latvia,http://en.fd.si/
Univerza v Novem mestu Fakulteta za zdravstvene vede,Latvia,http://fzv.vs-nm.si/en/home/
Visoka šola za varstvo okolja,Latvia,http://www.vsvo.si/?lang=en
VIST - Fakulteta za aplikativne vede,Latvia,http://www.vist.si/info_en.htm
Visoka zdravstvena šola v Celju,Latvia,http://www.vzsce.si/en/
Mednarodna podiplomska šola Jožefa Stefana,Latvia,https://www.mps.si/sl/
Evro-sredozemska univerza,Latvia,http://www.emuni.si/
"Alma Mater Europaea  - Evropski center, Maribor",Latvia,http://en.almamater.si/?checkCo=true
Univerza v Novem mestu Fakulteta za poslovne in upravne vede,Latvia,http://fpuv.vs-nm.si/en/home/
Fakulteta za pravo in poslovne vede,Latvia,http://www.katoliski-institut.si/en
Fakulteta za medije,Latvia,http://www.fame.si/about-the-faculty
Fakulteta za industrijski inženiring Novo mesto,Latvia,http://www.fini-unm.si/en/
Fakulteta za organizacijske študije v Novem mestu,Latvia,http://www.fos.unm.si/en/
"IEDC - Poslovna šola Bled, Fakulteta za podiplomski študij managementa",Latvia,http://www.iedc.si/
"Alma Mater Europaea - Fakulteta za humanistični študij Institutum Studiorum Humanitatis, Ljubljana",Latvia,http://en.ish.si/
"Alma Mater Europaea - Akademija za ples, samostojni visokošolski zavod",Latvia,https://dance-academy.almamater.si/#overview
Šola za risanje in slikanje,Latvia,http://arthouse-si.com/en/
"Visoka šola za proizvodno inženirstvo, Celje",Latvia,http://www.vspi.si/index_e.asp
Univerza v Novem mestu Fakulteta za strojništvo,Latvia,https://fs.uni-nm.si/en/home/
ERUDIO Visokošolsko središče,Latvia,https://www.erudio.si/
Visoka šola za hotelirstvo in turizem Bled,Latvia,https://vm-bled.si/
"B2 Visoka šola za poslovne vede, zavod",Latvia,http://www.vspv.si/eng/vspv.aspx
"Visoka šola za računovodstvo in finance, Ljubljana",Latvia,http://www.vsr.si/index.php?lang=en
Fakulteta za tehnologijo polimerov,Latvia,http://www.ftpo.eu/
"Visoka šola za trajnostni turizem Erudio, samostojni visokošolski zavod",Latvia,http://www.erudio.si/slovenscina/visoka-sola-za-trajnostni-turizem/visoka-sola-za-trajnostni-turizem-erudio
Fakulteta za zdravstvene in socialne vede Slovenj Gradec,Latvia,https://www.fzsv.si/en/
IBS Mednarodna poslovna šola Ljubljana,Latvia,http://www.ibs.si/index.php/en
"IAM Visoka šola za multimedije, Ljubljana",Latvia,http://www.iam.si/about
Visoka šola Ravne na Koroškem,Latvia,https://visjasolaravne.si
Visoka šola na Ptuju,Latvia,http://vsp.scptuj.si/
Visoka šola za upravljanje podeželja Grm Novo mesto,Latvia,http://vsgrm.unm.si/
"B&B Visoka šola za trajnostni razvoj, samostojni visokošolski zavod",Latvia,https://bb.si/visoka-sola/
Podiplomska šola ZRC SAZU,Latvia,http://www.ps-zrc-sazu.org/
MLC Fakulteta za management in pravo Ljubljana,Latvia,http://www.mlcljubljana.com/
"Visoka šola za gradbeno inženirstvo Kranj, samostojni visokošolski zavod, pridružena članica Nove univerze",Latvia,http://vsgi.si/
Visokošolski zavod Fizioterapevtika,Latvia,http://www.fizioterapevtika.si/
Akademija za vizualne umetnosti - AVA,Latvia,http://ava.si/en/
AREMA - Visoka šola za regionalni management Rogaška Slatina,Latvia,http://www.arema.si/default.aspx
Nova Univerza,Latvia,https://nova-uni.si/index.php/en/
"Nova univerza, Fakulteta za slovenske in mednarodne študije",Latvia,https://fsms.nova-uni.si/
Visoka šola za transport in logistiko,Latvia,https://www.mynoa.com/
Univerza v Novem mestu,Latvia,https://uni-nm.si/en/
Univerzita Komenského v Bratislave,Slovakia,http://www.uniba.sk
Univerzita Pavla Jozefa Šafárika v Košiciach,Slovakia,http://www.upjs.sk
Prešovska Univerzita v Prešove,Slovakia,http://www.unipo.sk
Univerzita Sv. Cyrila A Metoda v Trnave,Slovakia,http://www.ucm.sk
Katolická Univerzita v Ružomberku,Slovakia,http://www.ku.sk
Univerzita J. Selyeho v Komárne,Slovakia,http://www.ujs.sk/en
Vysoká škola Danubius,Slovakia,http://www.vsdanubius.eu
Paneurópska vysoká škola,Slovakia,http://www.paneurouni.com/en/home/
Slovenská Zdravotnícka Univerzita v Bratislave,Slovakia,https://eszu.sk/en/home/
"Vysoká Škola Zdravotníctva A Sociálnej Práce Sv. Alžbety v Bratislave, N.O.",Slovakia,http://www.vssvalzbety.sk
Univerzita Veterinárskeho Lekárstva v Košiciach,Slovakia,http://www.uvlf.sk/en
Univerzita Konštantína Filozofa v Nitre,Slovakia,http://www.ukf.sk/en/
Univerzita Mateja Bela v Banskej Bystrici,Slovakia,http://www.umb.sk/en/
Trnavská Univerzita v Trnave,Slovakia,http://www.truni.sk/en
Slovenská Technická Univerzita v Bratislave,Slovakia,http://www.stuba.sk
Technická Univerzita v Košiciach,Slovakia,http://www.tuke.sk
Vysoká škola DTI,Slovakia,http://www.dti.sk
Žilinská Univerzita v Žiline,Slovakia,http://www.uniza.sk
Trenčianska Univerzita Alexandra Dubčeka v Trenčíne,Slovakia,http://www.tnuni.sk
Ekonomická Univerzita v Bratislave,Slovakia,http://www.euba.sk
Vysoká Škola Ekonómie A Manažmentu Verejnej Správy v Bratislave,Slovakia,http://www.vsemvs.sk
Vysoká Škola Manažmentu v Trenčíne,Slovakia,http://www.vsm.sk
Stredoeurópska Vysoká Škola v Skalici,Slovakia,http://www.sevs.sk
Vysoká Škola Medzinárodného Podnikania Ism Slovakia v Prešove,Slovakia,http://www.ismpo.sk
Slovenská Poľnohospodárska Univerzita v Nitre,Slovakia,http://www.uniag.sk
Technická Univerzita vo Zvolene,Slovakia,http://www.tuzvo.sk
Vysoká Škola Múzických Umení v Bratislave,Slovakia,http://www.vsmu.sk
Vysoká Škola Výtvarných Umení v Bratislave,Slovakia,http://www.vsvu.sk
Akadémia Umení v Banskej Bystrici,Slovakia,http://www.aku.sk
Akadémia Ozbrojených Síl Generála Milana Rastislava Štefánika V Liptovskom Mikuláši,Slovakia,http://www.aos.sk
Akadémia Policajného Zboru v Bratislave,Slovakia,http://www.akademiapz.sk
Vysoká Škola Bezpečnostného Manažérstva v Košiciach,Slovakia,http://www.vsbm.sk
Bolu Abant İzzet Baysal Üniversitesi,Turkey,http://www.ibu.edu.tr/en
Abdullah Gül Üniversitesi,Turkey,http://www.agu.edu.tr/
Adana Alparslan Türkeş Bilim ve Teknoloji Üniversitesi,Turkey,https://www.atu.edu.tr/#!/EN
Adıyaman Üniversitesi,Turkey,https://adiyaman.edu.tr/EN
Aydin Adnan Menderes Üniversitesi,Turkey,https://www.adu.edu.tr/en/
Afyon Kocatepe Üniversitesi,Turkey,https://aku.edu.tr/anasayfa/eng/index.htm
Ağrı İbrahim Çeçen Universitesi,Turkey,https://www.agri.edu.tr/default.aspx?dil=en-US
Kırşehir Ahi Evran Üniversitesi,Turkey,https://www.ahievran.edu.tr/en/
Akdeniz Üniversitesi,Turkey,https://eng.akdeniz.edu.tr
Aksaray Üniversitesi,Turkey,https://www.aksaray.edu.tr/
Amasya Üniversitesi,Turkey,https://en.amasya.edu.tr
Anadolu Üniversitesi,Turkey,https://www.anadolu.edu.tr/en
Ankara Üniversitesi,Turkey,https://en.ankara.edu.tr/
Artvin Çoruh Üniversitesi,Turkey,https://www.artvin.edu.tr/en
Ardahan Üniversitesi,Turkey,https://www.ardahan.edu.tr/
Atatürk Üniversitesi,Turkey,https://www.atauni.edu.tr/en/index
Balıkesir Üniversitesi,Turkey,https://www.balikesir.edu.tr/en
Bartın Üniversitesi,Turkey,https://en.bartin.edu.tr/
Batman Üniversitesi,Turkey,https://www.batman.edu.tr/
Bayburt Üniversitesi,Turkey,https://www.bayburt.edu.tr/en/
Bilecik Şeyh Edebali Üniversitesi,Turkey,http://bilecik.edu.tr/en/
Bingöl Üniversitesi,Turkey,http://www.bingol.edu.tr/en
Bitlis Eren Üniversitesi,Turkey,https://www.beu.edu.tr
Boğaziçi Üniversitesi,Turkey,http://www.boun.edu.tr/en-US/Index
Yozgat Bozok Üniversitesi,Turkey,http://bozok.edu.tr/
Bursa Teknik Üniversitesi,Turkey,http://international.btu.edu.tr/index.php
Zonguldak Bülent Ecevit Üniversitesi,Turkey,https://en.beun.edu.tr
Manisa Celal Bayar Üniversitesi,Turkey,http://en.cbu.edu.tr/
Sivas Cumhuriyet Üniversitesi,Turkey,http://www.cumhuriyet.edu.tr/en/
Çanakkale Onsekiz Mart Üniversitesi,Turkey,https://global.comu.edu.tr/
Çankırı Karatekin Üniversitesi,Turkey,https://international.karatekin.edu.tr/en
Çukurova Üniversitesi,Turkey,https://www.cu.edu.tr/
Dicle Üniversitesi,Turkey,http://www.dicle.edu.tr/default.aspx
Dokuz Eylül Üniversitesi,Turkey,https://www.deu.edu.tr/en/
Kütahya Dumlupınar  Üniversitesi,Turkey,http://www.dumlupinar.edu.tr/
Düzce Üniversitesi,Turkey,https://duzce.edu.tr
Ege Üniversitesi,Turkey,https://ege.edu.tr/eng-0/Homepage.html
Erciyes Üniversitesi,Turkey,https://www.erciyes.edu.tr
Erzincan Binali Yıldırım Üniversitesi,Turkey,http://www.ebyu.edu.tr/en/
Erzurum Teknik Üniversitesi,Turkey,https://www.erzurum.edu.tr/
Eskişehir Osmangazi Üniversitesi,Turkey,https://www.ogu.edu.tr/en
Fırat Üniversitesi,Turkey,http://www.firat.edu.tr/en
Galatasaray Üniversitesi,Turkey,https://www.gsu.edu.tr/en/
Gazi Üniversitesi,Turkey,http://gazi.edu.tr/?language=en_US
Gaziantep Üniversitesi,Turkey,https://www.gantep.edu.tr/en/
Tokat Gaziosmanpaşa Üniversitesi,Turkey,http://www.gop.edu.tr
Gebze Teknik Üniversitesi,Turkey,http://www.gtu.edu.tr/
Giresun Üniversitesi,Turkey,https://www.giresun.edu.tr/
Gümüşhane Üniversitesi,Turkey,http://www.gumushane.edu.tr/?lang=en-us
Hacettepe Üniversitesi,Turkey,https://www.hacettepe.edu.tr/english/
Hakkari Üniversitesi,Turkey,https://www.hakkari.edu.tr/
Harran Üniversitesi,Turkey,https://www.harran.edu.tr/default.aspx
Hitit Üniversitesi,Turkey,http://www.hitit.edu.tr/en/
Iğdır Üniversitesi,Turkey,http://www.igdir.edu.tr/home
İstanbul Medeniyet Üniversitesi,Turkey,https://www.medeniyet.edu.tr/en
Inönü Üniversitesi,Turkey,http://inonu.edu.tr/en/
İstanbul Üniversitesi,Turkey,http://www.istanbul.edu.tr/en/_
İstanbul Teknik Üniversitesi,Turkey,http://global.itu.edu.tr/
İzmir Kâtip Çelebi Üniversitesi,Turkey,https://biyomut2016.ikcu.edu.tr
İzmir Yüksek Teknoloji Enstitüsü,Turkey,http://en.iyte.edu.tr/
Kafkas Üniversitesi,Turkey,https://www.kafkas.edu.tr/kau/en
Kahramanmaraş Sütçü İmam Üniversitesi,Turkey,http://www.ksu.edu.tr/
Karabük Üniversitesi,Turkey,https://www.karabuk.edu.tr/en/
Karamanoğlu Mehmetbey Üniversitesi,Turkey,http://www.kmu.edu.tr/en/
Karadeniz Teknik Üniversitesi,Turkey,http://www.ktu.edu.tr/en
Kastamonu Üniversitesi,Turkey,https://www.kastamonu.edu.tr/index.php/en/
Kırıkkale Üniversitesi,Turkey,https://kku.edu.tr/Anasayfa
Kırklareli Üniversitesi,Turkey,http://www.klu.edu.tr/dil/en
Kilis 7 Aralık Üniversitesi,Turkey,http://www.kilis.edu.tr/en/index.php
Kocaeli Üniversitesi,Turkey,http://www.kocaeli.edu.tr/int/index.php
Mardin Artuklu Üniversitesi,Turkey,http://www.artuklu.edu.tr/en
Marmara Üniversitesi,Turkey,https://www.marmara.edu.tr/en/
Burdur Mehmet Akif Ersoy Üniversitesi,Turkey,https://www.mehmetakif.edu.tr/
Mersin Üniversitesi,Turkey,https://www.mersin.edu.tr
Mimar Sinan Güzel Sanatlar Üniversitesi,Turkey,http://www.msgsu.edu.tr/
Muğla Sıtkı Koçman Üniversitesi,Turkey,http://mu.edu.tr/en
Hatay Mustafa Kemal Üniversitesi,Turkey,http://www.mku.edu.tr/default.aspx
Muş Alparslan Üniversitesi,Turkey,http://www.alparslan.edu.tr/
Tekirdağ Namık Kemal Üniversitesi,Turkey,http://www.nku.edu.tr/
Necmettin Erbakan Üniversitesi,Turkey,https://www.erbakan.edu.tr/en/
Nevşehir Hacı Bektaş Veli Üniversitesi,Turkey,https://www.nevsehir.edu.tr/en
Niğde Ömer Halisdemir Üniversitesi,Turkey,http://www.ohu.edu.tr/
Ondokuz Mayıs Üniversitesi,Turkey,http://www.omu.edu.tr/en
Ordu Üniversitesi,Turkey,https://www.odu.edu.tr
Orta Doğu Teknik Üniversitesi,Turkey,https://www.metu.edu.tr/
Osmaniye Korkut Ata Üniversitesi,Turkey,http://osmaniye.edu.tr/EN/
Pamukkale Üniversitesi,Turkey,http://www.pau.edu.tr/pau/en
Recep Tayyip Erdoğan Üniversitesi,Turkey,https://www.erdogan.edu.tr/Website/Default.aspx?LangID=2
Sakarya Üniversitesi,Turkey,http://www.sakarya.edu.tr/en
Selçuk Üniversitesi,Turkey,http://www.selcuk.edu.tr/
Siirt Üniversitesi,Turkey,http://www.siirt.edu.tr/
Sinop Üniversitesi,Turkey,https://www.sinop.edu.tr/Homepage
Süleyman Demirel Üniversitesi,Turkey,https://w3.sdu.edu.tr/international
Şırnak Üniversitesi,Turkey,https://sirnak.edu.tr/tr
Trakya Üniversitesi,Turkey,https://www-en.trakya.edu.tr/
Munzur Üniversitesi,Turkey,https://www.munzur.edu.tr/Default_en.aspx
Türk-Alman Üniversitesi,Turkey,https://www.tau.edu.tr
Bursa Uludağ Üniversitesi,Turkey,http://english.uludag.edu.tr/
Uşak Üniversitesi,Turkey,https://www.usak.edu.tr/Home/Index/Ingilizce
Yalova Üniversitesi,Turkey,http://www.yalova.edu.tr/en
Ankara Yıldırım Beyazıt Üniversitesi,Turkey,https://aybu.edu.tr
Yıldız Teknik Üniversitesi,Turkey,http://www.yildiz.edu.tr/en/
Van Yüzüncü Yıl Üniversitesi,Turkey,https://www.yyu.edu.tr/
Acıbadem Mehmet Ali Aydınlar Üniversitesi,Turkey,https://www.acibadem.edu.tr/en
Alanya Hamdullah Emin Paşa Üniversitesi,Turkey,http://www.ahep.edu.tr/en
İpek Üniversitesi,Turkey,http://www.ipek.edu.tr
Atılım Üniversitesi,Turkey,https://www.atilim.edu.tr/en
Avrasya Üniversitesi,Turkey,https://www.avrasya.edu.tr/
Bahçeşehir Üniversitesi,Turkey,https://bau.edu.tr/
Başkent Üniversitesi,Turkey,https://www.baskent.edu.tr/english/
Beykent Üniversitesi,Turkey,https://www.beykent.edu.tr/
Bezmiâlem Vakıf Üniversitesi,Turkey,http://bezmialem.edu.tr
Canik Başarı Üniversitesi,Turkey,http://www.basari.edu.tr/
Çağ Üniversitesi,Turkey,https://www.cag.edu.tr/en
Çankaya Üniversitesi,Turkey,http://www.cankaya.edu.tr/index_en.php
Doğuş Üniversitesi,Turkey,https://www.dogus.edu.tr/
Fatih Sultan Mehmet Vakıf Üniversitesi,Turkey,http://www.fatihsultan.edu.tr///Anasayfa
Fatih Üniversitesi,Turkey,http://www.fatih.edu.tr/
İstanbul Gedik Üniversitesi,Turkey,https://www.gedik.edu.tr/en/
Gediz Üniversitesi,Turkey,http://www.gediz.edu.tr/
Haliç Üniversitesi,Turkey,http://halic.edu.tr/en
Hasan Kalyoncu Üniversitesi,Turkey,https://www.hku.edu.tr/eng/
Işık Üniversitesi,Turkey,http://www.isikun.edu.tr/en
İhsan Doğramacı Bilkent Üniversitesi,Turkey,https://w3.bilkent.edu.tr/bilkent/
İstanbul 29 Mayıs Üniversitesi,Turkey,https://english.29mayis.edu.tr/
İstanbul Arel Üniversitesi,Turkey,https://www.istanbularel.edu.tr
İstanbul Aydın Üniversitesi,Turkey,https://www.aydin.edu.tr/en-us/Pages/default.aspx
İstanbul Bilgi Üniversitesi,Turkey,https://www.bilgi.edu.tr/en/
Demiroğlu Bilim Üniversitesi,Turkey,https://demiroglu.bilim.edu.tr
İstanbul Gelişim Üniversitesi,Turkey,https://www.gelisim.edu.tr/tr/gelisim-anasayfa
Altınbaş Üniversitesi,Turkey,https://www.altinbas.edu.tr
İstanbul Kültür Üniversitesi,Turkey,https://uib.iku.edu.tr/en
İstanbul Medipol Üniversitesi,Turkey,https://www.medipol.edu.tr
İstanbul Sabahattin Zaim Üniversitesi,Turkey,https://www.izu.edu.tr/en/home-page
İstanbul Şehir Üniversitesi,Turkey,http://www.sehir.edu.tr
İstanbul Ticaret Üniversitesi,Turkey,https://www.ticaret.edu.tr/
İzmir Ekonomi Üniversitesi,Turkey,https://www.ieu.edu.tr/en
İzmir Üniversitesi,Turkey,http://www.izmir.edu.tr
Kadir Has Üniversitesi,Turkey,https://www.khas.edu.tr
Koç Üniversitesi,Turkey,https://www.ku.edu.tr/en/
KTO Karatay Üniversitesi,Turkey,https://www.karatay.edu.tr/
Maltepe Üniversitesi,Turkey,https://www.maltepe.edu.tr/en
Melikşah Üniversitesi,Turkey,http://www.meliksah.edu.tr/
Mevlana Üniversitesi,Turkey,http://www.mevlana.edu.tr/
Nişantaşı Üniversitesi,Turkey,https://www.nisantasi.edu.tr
Nuh Naci Yazgan Üniversitesi,Turkey,https://www.nny.edu.tr/#
İstanbul Okan Üniversitesi,Turkey,https://www.okan.edu.tr/en/
Özyeğin Üniversitesi,Turkey,https://www.ozyegin.edu.tr/en
Piri Reis Üniversitesi,Turkey,https://www.pirireis.edu.tr
Sabancı Üniversitesi,Turkey,https://www.sabanciuniv.edu/en
Süleyman Şah Üniversitesi,Turkey,http://www.ssu.edu.tr
Şifa Üniversitesi,Turkey,http://www.sifa.edu.tr
TED Üniversitesi,Turkey,https://www.tedu.edu.tr/en
TOBB Ekonomi ve Teknoloji Üniversitesi,Turkey,https://www.etu.edu.tr/en/bolum/economics
Toros Üniversitesi,Turkey,https://www.toros.edu.tr/
Turgut Özal Üniversitesi,Turkey,https://ozal.edu.tr
Türk Hava Kurumu Üniversitesi,Turkey,https://www.thk.edu.tr
Ufuk Üniversitesi,Turkey,https://www.ufuk.edu.tr/
Antalya Bilim Üniversitesi,Turkey,https://antalya.edu.tr/en
Üsküdar Üniversitesi,Turkey,https://uskudar.edu.tr/en
Yaşar Üniversitesi,Turkey,https://www.yasar.edu.tr/en/
Yeditepe Üniversitesi,Turkey,https://www.yeditepe.edu.tr/en
İstanbul Yeni Yüzyıl Üniversitesi,Turkey,http://www.yeniyuzyil.edu.tr/
Zirve Üniversitesi,Turkey,http://www.zirve.edu.tr/
Avrupa Meslek Yüksekokulu,Turkey,https://kocaelisaglik.edu.tr/avrupamyo/en/home/
Beykoz Üniversitesi,Turkey,https://www.beykoz.edu.tr/
İstanbul Sağlık ve Sosyal Bilimler Yüksekokulu,Turkey,https://www.issb.edu.tr
İzmir Kavram Meslek Yüksekokulu,Turkey,https://www.kavram.edu.tr/anasayfa
Kapadokya Üniversitesi,Turkey,https://kapadokya.edu.tr
İstanbul Topkapı Üniversitesi,Turkey,https://www.ayvansaray.edu.tr/en-US
Hava Harp Okulu,Turkey,https://hho.msu.edu.tr/
Hava Astsubay Meslek Yüksek Okulu,Turkey,https://hamyo.msu.edu.tr/EN/Default.aspx
Kara Harp Okulu,Turkey,http://www.kho.edu.tr/eng_mainpage.html
Deniz Harp Okulu,Turkey,http://www.dho.edu.tr/index_en.html#main_slider/3
Polis Akademisi,Turkey,https://www.pa.edu.tr/
MEF Üniversitesi,Turkey,http://www.mef.edu.tr/en
Istanbul Şişli Meslek Yüksekokulu,Turkey,https://www.sisli.edu.tr/
Murat Hüdavendigar Üniversitesi,Turkey,http://mhu.edu.tr/
Ataşehir Adıgüzel Meslek Yüksekokulu,Turkey,https://www.adiguzel.edu.tr/
Ankara Sosyal Bilimler Üniversitesi,Turkey,https://www.asbu.edu.tr/en
İstanbul Esenyurt Üniversitesi,Turkey,https://www.esenyurt.edu.tr/
Sanko Üniversitesi,Turkey,http://www.sanko.edu.tr/en/
Kanuni Üniversitesi,Turkey,http://kanuni.edu.tr/
Konya Gıda Ve Tarım Üniversitesi,Turkey,http://www.gidatarim.edu.tr/en
Yüksek İhtisas Üniversitesi,Turkey,https://yuksekihtisasuniversitesi.edu.tr/index
Biruni Üniversitesi,Turkey,https://www.biruni.edu.tr/en/
Bandırma Onyedi Eylül Üniversitesi,Turkey,https://studyin.bandirma.edu.tr/en
İskenderun Teknik Üniversitesi,Turkey,https://iste.edu.tr/en
Alanya Alaaddin Keykubat Üniversitesi,Turkey,https://www.alanya.edu.tr/en
İstanbul Rumeli Üniversitesi,Turkey,https://rumeli.edu.tr/
İstinye Üniversitesi,Turkey,https://www.istinye.edu.tr/en
Sağlık Bilimleri Üniversitesi,Turkey,https://sbu.edu.tr/
İzmir Bakırçay Üniversitesi,Turkey,https://bakircay.edu.tr/
Milli Savunma Üniversitesi,Turkey,https://msu.edu.tr/eng/default
Kütahya Sağlık Bilimleri Üniversitesi,Turkey,https://ksbu.edu.tr/Website/Contents.aspx?PageID=1743&LangID=1
İzmir Demokrasi Üniversitesi,Turkey,http://www.idu.edu.tr/
İstanbul Kent Üniversitesi,Turkey,https://www.kent.edu.tr/EN
Afyonkarahisar Sağlık Bilimleri Üniversitesi,Turkey,http://afsu.edu.tr/
Ankara Bilim Üniversitesi,Turkey,https://ankarabilim.edu.tr/
Ankara Hacı Bayram Veli Üniversitesi,Turkey,https://hacibayram.edu.tr
Ankara Medipol Üniversitesi,Turkey,https://ankaramedipol.edu.tr/
Ankara Müzik ve Güzel Sanatlar Üniversitesi,Turkey,http://www.mgu.edu.tr
Antalya Akev Üniversitesi,Turkey,https://www.akev.edu.tr/
Eskişehir Teknik Üniversitesi,Turkey,https://www.eskisehir.edu.tr/
